,url,category
1510599,http://sjsharkie.dagnabit.org/hoser/interview-belak.html,Sports
1491691,http://www.signandtrade.com,Sports
1503970,http://disneyworld.disney.go.com/wdw/moremagic/golf/golfhome,Sports
1511198,http://sports.espn.go.com/nhl/players/profile?statsid=500,Sports
1502597,http://www.baildongolfclub.com,Sports
1471785,http://sportsillustrated.cnn.com/basketball/college/women/teams/naz/,Sports
1506315,http://ussog.com/,Sports
1489029,http://www.snowballfarm.co.uk,Sports
1475751,http://www.yarras.com,Sports
1467104,http://fordhamsports.cstv.com/sports/m-baskbl/ford-m-baskbl-body.html,Sports
1559336,http://www.iwindsurf.co.uk/,Sports
1530902,http://inlineskating.about.com/,Sports
1465947,http://www.angelfire.com/id/snowgirl/,Sports
1531097,http://www.ktvu.com/station/1854338/detail.html,Sports
1518185,http://www.goshinkarate.com/,Sports
1467891,http://scores.espn.go.com/ncb/clubhouse?teamid=204,Sports
1517077,http://thedrunkenarts.s5.com/0.html,Sports
1510340,http://www.geocities.com/flt31/naumovphotos.html,Sports
1473996,http://melbournebowlingclub.com/,Sports
1478449,http://www.abergavennyrc.org.uk/,Sports
1494257,http://www.usatoday.com/sports/college/football/bigten/psu.htm,Sports
1489347,http://www.jordanstablesusa.com,Sports
1485588,http://www.2k-enterprises.com,Sports
1530793,http://www.wallacefsc.org/precision.htm,Sports
1555299,http://www.albernioutpost.com/,Sports
1549346,http://home.earthlink.net/~dlaw70/health.htm,Sports
1491907,http://www.fantasygolf.scotsman.com/,Sports
1519201,http://carytangsoodo.com/,Sports
1517219,http://taichiworkshops.com/,Sports
1513297,http://www.oneonta.edu/academics/athletics/mlacrosse/,Sports
1503649,http://www.whirlwindgolf.com/,Sports
1510445,http://tascastake.blogspot.com,Sports
1465966,http://www.baseball-reference.com/t/tatera01.shtml,Sports
1497829,http://www.vince-young.info,Sports
1495554,http://usfootballnet.com,Sports
1496898,http://sports.groups.yahoo.com/group/goraiders/,Sports
1524282,http://www.cyclemarine.com/~armx/,Sports
1513257,http://old.franklinpierce.edu/pages/athletics/menslacrosse/mlaxmain.htm,Sports
1514649,http://www.eimeikan.org.uk/,Sports
1554051,http://uwmpanthers.cstv.com/sports/w-volley/wiml-w-volley-body.html,Sports
1559796,http://www.nonstopski.com/,Sports
1466744,http://www.dc3.edu/basketball/index.htm,Sports
1475123,http://predators.nhl.com/team/app/?service=page&amp;page=nhlpage&amp;bcid=dan_index,Sports
1531527,http://www.heidelbergunitedsc.com.au,Sports
1546755,http://ghaxaqfc.webs.com/,Sports
1555882,http://users.ameritech.net/arodrigues/index.html,Sports
1490073,http://home.att.net/~pauldietzhorsemanship,Sports
1544486,http://gardenersarms.intheteam.com/,Sports
1556228,http://www.kitesurfing.gr/,Sports
1507293,http://www.golfinmallorca.com/,Sports
1466213,http://www.nhampll.com,Sports
1470025,http://www.nba.com/playerfile/jason_williams/index.html,Sports
1520942,http://www.midgetmadness.com/,Sports
1499835,http://www.indiansrugby.com/,Sports
1525511,http://www.topgunpaintball.com.au,Sports
1494391,http://nbcsports.msnbc.com/id/3032883/,Sports
1506399,http://challengefamilyfun.com,Sports
1529854,http://www.skatedesign.com/,Sports
1540930,http://en.wikipedia.org/wiki/rothwell_town_f.c.,Sports
1516161,http://www.lancs.ac.uk/socs/karate/,Sports
1473272,http://www.wnba.com/liberty/,Sports
1542027,http://www.fchd.info/westonsm.htm,Sports
1512567,http://sonyaskatingschool.com,Sports
1527604,http://www.orrc.net/,Sports
1540721,http://www.fansfc.com/prestonfootballclub/,Sports
1462791,http://ww3.madonna.edu/crusaders/2004%20site/baseball/baseballhome.htm,Sports
1507403,http://www.northmyrtlebeachgolf.com/,Sports
1560277,http://www.hiriseskiclub.com,Sports
1474711,http://www.xtremealtitude.com,Sports
1472112,http://sports.excite.com/wcbk/teams/628/index.html,Sports
1462166,http://www.avonba.co.uk/,Sports
1481138,http://www.mc2ct.org,Sports
1491266,http://www.noteamgb.com/,Sports
1507310,http://www.corporategolfspain.com/,Sports
1543657,http://www.peelfootballclub.com/,Sports
1529567,http://www.thrashermagazine.com/,Sports
1559817,http://www.easiski.com/,Sports
1473624,http://www.poolplayers.ca,Sports
1503216,http://www.sunrivers.com/,Sports
1489777,http://www.jennifersimagination.com/,Sports
1525604,http://www.wildworldpaintball.com/,Sports
1503491,http://www.stmarysgolf.com/,Sports
1478950,http://www.creamcitycycleclub.com/,Sports
1548072,http://www.shupirates.com/sportselect.dbml?db_oem_id=12600&amp;spid=5504&amp;spsid=52814,Sports
1499222,http://www.westparkbramhope.co.uk/,Sports
1546111,http://www.flnm.co.uk/home/league.aspx?id=93,Sports
1522012,http://www.glen-scca.org/,Sports
1462112,http://www.qba.net.au/,Sports
1510920,http://www.nhlpa.com/webstats/playerbiography.asp?id=6799,Sports
1468013,http://www.cofcsports.com/sportselect.dbml?db_oem_id=14800&amp;key=&amp;spid=7055&amp;spsid=64091,Sports
1481157,http://pcha-fl.org,Sports
1493947,http://www.topix.com/ncaa/baylor-football,Sports
1553178,http://apps.carleton.edu/athletics/varsity_sports/womens_track_and_field/,Sports
1496362,http://www.allsports.com/nfl/,Sports
1495069,http://sports.myway.com/cfb/teams/692/index.html,Sports
1498430,http://www.sanangelostampede.com/,Sports
1514218,http://thor.prohosting.com/hapkido/,Sports
1517525,http://www.kungfuarnis.com,Sports
1551975,http://www.croatiaopen.hr/,Sports
1471073,http://sportsillustrated.cnn.com/basketball/college/women/teams/fan/,Sports
1468141,http://sports.yahoo.com/ncaab/teams/fam/,Sports
1559879,http://www.instructional-clinics.com/,Sports
1489269,http://www.p5equestrian.com/,Sports
1483134,http://www.surreysprings.com/,Sports
1462007,http://www.ctv.es/users/virtualheritage/home.htm,Sports
1471794,http://sportsillustrated.cnn.com/basketball/college/women/teams/tau/,Sports
1554349,http://www.lhup.edu/sports/havensports/athleticsteams/volleyball/,Sports
1550337,http://www.saintssports.com/sports/wten/index,Sports
1546533,http://www.valtellinacup.com/,Sports
1485214,http://members.tripod.com/rcudigan/,Sports
1482469,http://byzancearabians.bravehost.com/,Sports
1546308,http://www.vfb-stuttgart.de/en/,Sports
1463064,http://www.georgiadogs.com/sportselect.dbml?db_oem_id=8800&amp;key=&amp;spid=3589&amp;spsid=40708,Sports
1476879,http://www.firstflightbikes.com,Sports
1523344,http://www.leeusaspeedway.com/,Sports
1520650,http://www.geocities.com/stephschu/,Sports
1513717,http://www.manchesterwacs.co.uk/,Sports
1562365,http://nwamidsouthwrestling.com/,Sports
1538886,http://www.fchd.info/goodrich.htm,Sports
1545739,http://www.hangletonrangers.co.uk/,Sports
1512357,http://www.fargodome.com/,Sports
1545124,http://www.around-a-ground.co.uk/,Sports
1529344,http://theultramarathonstore.com,Sports
1561918,http://advantagewrestlingnj.tripod.com/advantagewrestlingacademy,Sports
1513661,http://www.baylax.com/,Sports
1510062,http://www.oursportscentral.com/sports/?t_id=208,Sports
1539131,http://www.freewebs.com/heddonfc/,Sports
1478169,http://www.myspace.com/lenosky,Sports
1501662,http://www.gsutigers.com/ssp/wgolf-home,Sports
1525020,http://www.kildegaard.ishoejby.dk/english.htm,Sports
1486957,http://www.cowboymeadows.com/,Sports
1490203,http://www.horseridingvacations.com,Sports
1528471,http://www.geocities.com/tienshanhhh/homehhh.html,Sports
1549067,http://www.singboy.com,Sports
1495897,http://www.geocities.com/colosseum/1871/,Sports
1485342,http://www.geocities.com/lhitchingham,Sports
1490512,http://www.mooloolahvalley.com/,Sports
1527892,http://www.atlanticsun.org/wcrosscountry/,Sports
1477393,http://www.aberdeenbike.com/,Sports
1480031,http://www.geocities.com/stardan01/,Sports
1494988,http://goleopards.cstv.com/sports/m-footbl/lafa-m-footbl-body.html,Sports
1558839,http://coachsci.sdsu.edu/swimming/index.htm,Sports
1492906,http://www.geocities.com/augusta/fairway/1565/lakewood.html,Sports
1554551,http://www.methodist.edu/monarchs/volleyball/,Sports
1504160,http://www.centennialoaks.com/,Sports
1500376,http://www.diablogaels.com/,Sports
1532716,http://www.scadathletics.com/index.aspx?tab=soccer2&amp;path=wsoc,Sports
1556913,http://www.mermaidslsc.org.au/,Sports
1502314,http://www.stltoday.com/stltoday/sports/golf.nsf/publicstlouiscity?openview,Sports
1510969,http://www.nhlpa.com/webstats/playerbiography.asp?id=2918,Sports
1522164,http://rallywv.com/,Sports
1557989,http://www.njswim.org/,Sports
1516360,http://www.romileykarate.com/,Sports
1540278,http://www.geocities.com/athens/2430/sangs.html,Sports
1500174,http://www.buccaneersrfc.com/,Sports
1543030,http://buxhallunited.tripod.com/,Sports
1538627,http://en.wikipedia.org/wiki/everton_f.c.,Sports
1501819,http://www.millsaps.edu/athletic/golf-w/,Sports
1548883,http://www.mysoftballcoach.com,Sports
1524277,http://www.rpaoffroad.com/,Sports
1506603,http://cbs.sportsline.com/partners/feeds/rss/golf_news,Sports
1537964,http://www.bluechampions.com/,Sports
1522867,http://www.jtrracing.com/,Sports
1538282,http://holmesdale.net/,Sports
1490964,http://www.bbc.co.uk/manchester/2002/index.shtml,Sports
1552334,http://www.ucbulldogs.com/sport//14.php,Sports
1508477,http://website.lineone.net/~pbond/pbond/default.html,Sports
1505855,http://kevinstreelmangolf.com/,Sports
1462606,http://www.collegeofidaho.edu/athlete/baseball.asp?id=athletics,Sports
1511909,http://slam.canoe.ca/slam/hockey/nhl/toronto/home.html,Sports
1477369,http://www.citybikeshop.com/,Sports
1493508,http://www.frisbee.co.il/events/bulaflow/,Sports
1477721,http://www.huskycycling.net/,Sports
1557454,http://goseawolves.cstv.com/sports/m-swim/ston-m-swim-body.html,Sports
1505463,http://monroecountryclub.com/,Sports
1486755,http://www.dutchhorses.com,Sports
1491118,http://www.armnoc.am/,Sports
1521086,http://www.mudup.com,Sports
1532341,http://www.lakehillsoccer.com/tourney/index.htm,Sports
1473060,http://wildcats.sunyit.edu/wbball/,Sports
1468485,http://gocatawbaindians.athleticsite.com/sport.asp?sportid=2,Sports
1466547,http://sports.groups.yahoo.com/group/basketball-coaching/,Sports
1509664,http://www.avondaleorcas.com/,Sports
1461785,http://www.momentum-adventure.co.uk,Sports
1515333,http://www.aikido-shobukan.org/,Sports
1475450,http://www.scoutusa.com/,Sports
1523023,http://www.mallorypark.co.uk/,Sports
1521822,http://www.clintbowyer.com/,Sports
1548166,http://www.dsuhornets.com/sportselect.dbml?db_oem_id=12900&amp;key=&amp;spid=5804&amp;spsid=82319,Sports
1470130,http://www.wbaball.net/,Sports
1541627,http://www.tiptreeunited.com/,Sports
1536365,http://www.francesc-fabregas.com/,Sports
1477911,http://www.tachyonlabs.com/mybike.html,Sports
1461815,http://members.cox.net/teamruination/,Sports
1513458,http://www.assumptiongreyhounds.com/sports/wlax/index,Sports
1470246,http://euclid.barry.edu/~marinas/mat476/bball/kup319fr.html,Sports
1502379,http://www.edmondstowngolfclub.ie,Sports
1559638,http://ski-jungle.com/,Sports
1490153,http://colibri.igc.org/,Sports
1472534,http://sports.excite.com/wcbk/teams/779/index.html,Sports
1556257,http://mauikiteboardinglessons.com/,Sports
1512793,http://fcihi.tripod.com/,Sports
1498084,http://www.anitamarks.com,Sports
1496871,http://mbd.scout.com/mb.aspx?s=66,Sports
1554695,http://www.chrvajuniors.org/chrva/main/,Sports
1469957,http://sportsillustrated.cnn.com/basketball/nba/players/3401/,Sports
1530852,http://www.allegrosynchro.com/,Sports
1532406,http://www.fifa.com/associations/association=cub/index.html,Sports
1491232,http://cbs.sportsline.com/olympics/2004/summer,Sports
1497006,http://www.nfl.com/probowl,Sports
1546336,http://iraklisfc.tripod.com/,Sports
1511380,http://www.sabresinsider.com,Sports
1501220,http://www.golfwrx.com,Sports
1545205,http://billericayladies.intheteam.com/,Sports
1552760,http://catamountsports.cstv.com/sports/c-track/wcar-c-track-body.html,Sports
1485736,http://www.dreamstables.be,Sports
1551162,http://www.saddlebrooktennis.com/,Sports
1532838,http://www.scarletknights.com/soccer-women/,Sports
1467832,http://www.sportsline.com/u/basketball/college/conferences/taac/jab.htm,Sports
1503960,http://www.perdidobaygolf.com/golf/proto/perdidobay/,Sports
1477489,http://www.ynotcycling.com/,Sports
1557177,http://www.surfersvillage.com/,Sports
1524074,http://www.polini.co.uk,Sports
1535389,http://www.clubcaptain.co.uk/,Sports
1517546,http://www.jiannshyongkungfu.com/,Sports
1531337,http://www.atlantisskateway.com/,Sports
1503198,http://www.pittmeadowsgolf.com/,Sports
1504783,http://www.buffalogolfguide.com,Sports
1508982,http://www.floorballbelgium.be/,Sports
1560886,http://www.craftsbury.com/skiing/nordic_center/home.htm,Sports
1464948,http://www.minorleaguebaseball.com/clubs/ip_index.jsp?sid=milb&amp;cid=t535,Sports
1503705,http://www.fairbanksranch.com/,Sports
1462448,http://www.cvbba.org/,Sports
1517869,http://www.livingvalues.com,Sports
1529962,http://www.skateparkoftampa.com/,Sports
1511231,http://www.nhlpa.com/webstats/playerbiography.asp?id=6704,Sports
1531988,http://www.ismailyonline.com/,Sports
1474887,http://oregonstate.edu/dept/osucheer/,Sports
1466409,http://cybb.org,Sports
1474842,http://www.execulink.com/~pwrchr/cheerstangs.html,Sports
1521962,http://www.lonestarwebs.com/gallery.html,Sports
1505480,http://www.par3golf.com.au,Sports
1501374,http://www.jc.edu/athletics/golf.php,Sports
1474350,http://www.miamibowling.org,Sports
1465922,http://www.baberuth.com/,Sports
1488256,http://www.otwist.co.uk/,Sports
1486238,http://www.angelfire.com/oh/applegatestables/,Sports
1559643,http://www.snowpages.com/,Sports
1482556,http://www.webring.com/hub?ring=egypt1,Sports
1511513,http://www.americajr.com/sports/hockey.html,Sports
1496347,http://sportsillustrated.cnn.com/football/nfl/teams/lions/,Sports
1482286,http://www.pioneer-net.com/~tabasco/tbarnhome.htm,Sports
1493178,http://www.santabarbaraultimate.com/blacktide/,Sports
1480179,http://lonebiker.dk/ehjem/page5.html,Sports
1553586,http://www.littleathletics.com.au,Sports
1539043,http://www.fchd.info/harrogra.htm,Sports
1516059,http://www.ohiokarate.com,Sports
1480800,http://members.tripod.com/usaad/,Sports
1532229,http://www.fanshawec.ca/en/athletics/temp/falconsmensoccer.asp,Sports
1551371,http://www.anaivanovic.com,Sports
1513579,http://www.geocities.com/rids.rm/calgaryroughnecks/crboosters.html,Sports
1465397,http://www.baseball-reference.com/b/bagweje01.shtml,Sports
1488792,http://www.vagoldcup.com/,Sports
1552144,http://hillsdistrict.org/,Sports
